48;0,775000;15;3,497000;100
49;0,835000;11;2,218000;100
50;0,850000;10;1,594000;100
51;0,775000;15;2,164000;100
52;0,775000;15;2,081000;100
53;0,835000;11;1,779000;100
54;0,850000;10;1,605000;100
55;0,835000;11;1,633000;100
56;0,835000;11;1,721000;100
57;0,835000;11;1,516000;100
58;0,775000;15;2,100000;100
59;0,850000;10;1,399000;100
60;0,835000;11;1,745000;100
61;0,775000;15;2,097000;100
62;0,835000;11;1,631000;100
63;0,850000;10;1,659000;100
64;0,775000;15;2,090000;100
65;0,775000;15;1,872000;100
66;0,835000;11;1,893000;100
67;0,835000;11;1,772000;100
68;0,835000;11;1,626000;100
69;0,850000;10;1,838000;100
70;0,775000;15;1,882000;100
71;0,850000;10;1,426000;100
72;0,775000;15;1,902000;100
73;0,835000;11;1,784000;100
74;0,775000;15;2,133000;100
75;0,775000;15;1,887000;100
76;0,850000;10;1,605000;100
77;0,850000;10;1,644000;100
78;0,835000;11;1,822000;100
79;0,775000;15;2,062000;100
80;0,850000;10;1,419000;100
81;0,835000;11;1,830000;100
82;0,850000;10;1,764000;100
83;0,835000;11;1,631000;100
84;0,850000;10;1,481000;100
85;0,835000;11;1,620000;100
86;0,835000;11;1,510000;100
87;0,850000;10;1,448000;100
88;0,850000;10;1,418000;100
89;0,850000;10;1,397000;100
90;0,775000;15;1,898000;100
91;0,850000;10;1,405000;100
92;0,835000;11;1,621000;100
93;0,835000;11;1,759000;100
94;0,850000;10;1,452000;100
95;0,775000;15;1,966000;100
96;0,850000;10;1,473000;100
97;0,850000;10;1,621000;100
98;0,850000;10;1,418000;100
99;0,775000;15;1,963000;100
100;0,835000;11;1,809000;100
101;0,835000;11;1,606000;100
102;0,775000;15;1,929000;100
103;0,835000;11;1,813000;100
104;0,850000;10;1,656000;100
105;0,850000;10;1,597000;100
106;0,775000;15;2,076000;100
107;0,775000;15;2,158000;100
108;0,775000;15;2,110000;100
109;0,850000;10;1,642000;100
110;0,850000;10;1,576000;100
111;0,850000;10;1,621000;100
112;0,850000;10;1,601000;100
113;0,775000;15;2,104000;100
114;0,850000;10;1,403000;100
115;0,775000;15;1,888000;100
116;0,835000;11;1,795000;100
117;0,850000;10;1,670000;100
118;0,835000;11;1,928000;100
119;0,835000;11;1,597000;100
120;0,775000;15;1,882000;100
121;0,835000;11;1,817000;100
122;0,775000;15;1,909000;100
123;0,850000;10;1,608000;100
124;0,850000;10;1,441000;100
125;0,835000;11;1,798000;100
126;0,835000;11;1,577000;100
127;0,850000;10;1,562000;100
128;0,775000;15;1,882000;100
129;0,850000;10;1,409000;100
130;0,850000;10;1,675000;100
131;0,775000;15;2,108000;100
132;0,775000;15;2,072000;100
133;0,850000;10;1,403000;100
134;0,835000;11;1,644000;100
135;0,850000;10;1,607000;100
136;0,835000;11;1,576000;100
137;0,775000;15;1,909000;100
138;0,775000;15;1,849000;100
139;0,850000;10;1,427000;100
140;0,850000;10;1,605000;100
141;0,835000;11;2,003000;100
142;0,850000;10;1,812000;100
143;0,850000;10;1,596000;100
144;0,835000;11;1,737000;100
145;0,775000;15;2,167000;100
146;0,850000;10;1,512000;100
147;0,775000;15;2,005000;100
148;0,850000;10;1,803000;100
149;0,775000;15;2,098000;100
150;0,775000;15;2,074000;100
151;0,850000;10;1,398000;100
152;0,835000;11;1,852000;100
153;0,775000;15;2,038000;100
154;0,835000;11;1,839000;100
155;0,835000;11;1,599000;100
156;0,850000;10;1,909000;100
157;0,835000;11;1,577000;100
158;0,850000;10;1,651000;100
159;0,775000;15;2,087000;100
160;0,850000;10;1,450000;100
161;0,775000;15;2,089000;100
162;0,850000;10;1,801000;100
163;0,850000;10;1,438000;100
164;0,850000;10;1,351000;100
165;0,850000;10;1,566000;100
166;0,835000;11;1,825000;100
167;0,835000;11;1,552000;100
168;0,850000;10;1,424000;100
169;0,835000;11;1,616000;100
170;0,850000;10;1,439000;100
171;0,835000;11;1,656000;100
172;0,835000;11;14,832999;100
173;0,850000;10;3,523000;100
174;0,835000;11;2,620000;100
175;0,850000;10;2,459000;100
176;0,850000;10;2,515000;100
177;0,835000;11;2,404000;100
178;0,850000;10;2,055000;100
179;0,775000;15;2,917000;100
180;0,850000;10;2,254000;100
181;0,850000;10;2,290000;100
182;0,775000;15;2,868000;100
183;0,850000;10;20,135000;100
184;0,835000;11;2,630000;100
185;0,835000;11;2,348000;100
186;0,835000;11;2,100000;100
187;0,775000;15;2,470000;100
188;0,850000;10;1,914000;100
189;0,835000;11;2,198000;100
190;0,835000;11;2,228000;100
191;0,775000;15;5,505000;100
192;0,835000;11;1,897000;100
193;0,850000;10;1,461000;100
194;0,775000;15;1,960000;100
195;0,835000;11;1,613000;100
196;0,850000;10;1,480000;100
197;0,835000;11;1,836000;100
198;0,775000;15;2,053000;100
199;0,835000;11;1,612000;100
200;0,775000;15;2,107000;100
201;0,850000;10;1,438000;100
202;0,850000;10;1,622000;100
203;0,775000;15;2,320000;100
204;0,775000;15;2,070000;100
205;0,850000;10;1,782000;100
206;0,775000;15;1,874000;100
207;0,850000;10;1,825000;100
208;0,775000;15;1,908000;100
209;0,835000;11;1,591000;100
210;0,850000;10;1,618000;100
211;0,850000;10;1,617000;100
212;0,775000;15;2,211000;100
213;0,835000;11;1,721000;100
214;0,835000;11;1,548000;100
215;0,835000;11;1,601000;100
216;0,835000;11;1,723000;100
217;0,850000;10;1,455000;100
218;0,775000;15;1,936000;100
219;0,775000;15;2,058000;100
220;0,850000;10;1,612000;100
221;0,775000;15;2,087000;100
222;0,850000;10;1,427000;100
223;0,850000;10;1,594000;100
224;0,850000;10;1,832000;100
225;0,775000;15;2,081000;100
226;0,835000;11;1,691000;100
227;0,850000;10;1,638000;100
228;0,775000;15;1,875000;100
229;0,850000;10;1,479000;100
230;0,850000;10;1,595000;100
231;0,835000;11;1,616000;100
232;0,775000;15;1,881000;100
233;0,775000;15;2,124000;100
234;0,835000;11;1,633000;100
235;0,775000;15;1,875000;100
236;0,775000;15;2,288000;100
237;0,775000;15;1,862000;100
238;0,835000;11;1,807000;100
239;0,850000;10;1,887000;100
240;0,835000;11;1,804000;100
241;0,775000;15;2,099000;100
242;0,850000;10;1,451000;100
243;0,850000;10;1,847000;100
244;0,835000;11;1,609000;100
245;0,835000;11;1,606000;100
246;0,775000;15;2,236000;100
247;0,850000;10;1,404000;100
248;0,850000;10;1,451000;100
249;0,850000;10;1,467000;100
250;0,835000;11;1,764000;100
251;0,775000;15;2,061000;100
252;0,850000;10;1,401000;100
253;0,775000;15;1,904000;100
254;0,775000;15;2,079000;100
255;0,850000;10;1,630000;100
256;0,835000;11;1,894000;100
257;0,835000;11;1,972000;100
258;0,775000;15;1,890000;100
259;0,775000;15;1,865000;100
260;0,850000;10;1,441000;100
261;0,850000;10;1,781000;100
262;0,835000;11;1,827000;100
263;0,850000;10;1,458000;100
264;0,835000;11;1,656000;100
265;0,775000;15;2,114000;100
266;0,850000;10;1,531000;100
267;0,850000;10;1,807000;100
268;0,835000;11;1,691000;100
269;0,835000;11;1,785000;100
270;0,850000;10;1,860000;100
271;0,835000;11;1,827000;100
272;0,775000;15;1,908000;100
273;0,775000;15;1,946000;100
274;0,775000;15;2,224000;100
275;0,850000;10;1,634000;100
276;0,835000;11;2,165000;100
277;0,775000;15;2,116000;100
278;0,835000;11;1,867000;100
279;0,850000;10;1,455000;100
280;0,835000;11;1,625000;100
281;0,835000;11;1,803000;100
282;0,835000;11;1,790000;100
283;0,850000;10;1,400000;100
284;0,835000;11;1,618000;100
285;0,835000;11;1,621000;100
286;0,775000;15;1,949000;100
287;0,775000;15;2,313000;100
288;0,850000;10;1,656000;100
289;0,850000;10;1,643000;100
290;0,835000;11;1,734000;100
291;0,850000;10;2,054000;100
292;0,775000;15;2,143000;100
293;0,835000;11;1,832000;100
294;0,850000;10;1,522000;100
295;0,850000;10;1,525000;100
296;0,775000;15;1,972000;100
297;0,775000;15;1,957000;100
298;0,850000;10;1,641000;100
299;0,850000;10;1,432000;100
300;0,835000;11;1,859000;100
301;0,775000;15;1,876000;100
302;0,775000;15;2,278000;100
303;0,850000;10;1,656000;100
304;0,850000;10;1,441000;100
305;0,835000;11;1,629000;100
306;0,835000;11;1,697000;100
307;0,835000;11;1,764000;100
